,Name of Chess Player,Country of Chess Player,Title of Chess Player,Rating,Description
8757,Stanislav Starek,Czech Republic,,2210,
8758,Alexei Tapia,Panama,FM,2210,
8759,Daler Vakhidov,Uzbekistan,FM,2210,
8760,Mile Bertovic,Bosnia-Herzegovina,FM,2210,
8761,Guillermo Arias Boo,Spain,FM,2210,
8762,Juergen Gersinska,Germany,,,
8763,Attila Janoshalmi,Hungary,,2210,
8764,Francois-xavier Podvin,France,,2210,
8765,Ines Prado Acebo,Spain,WFM,2210,
8766,Terry P D Chapman,England,FM,2210,
8767,Bence R Juhasz,Serbia,,2210,
8768,Dmitriy Duyun,Russia,,,
8769,Marcus Bee,Germany,,2209,
8770,Nikolay Aleshin,Russia,FM,,
8771,Krasimir Brankov,Bulgaria,,2209,
8772,Vladimir Bretsnajdr,Czech Republic,FM,2209,
8773,Monica Calzetta Ruiz,Spain,WGM,2209,
8774,Forest Chen,United States,CM,2209,
8775,Amirali Delavari,Iran,,,
8776,Raymond De Rooij,Netherlands,,2209,
8777,Drago Djeno,Croatia,FM,2209,
8778,Arnold Essing,Germany,FM,2209,
8779,Melinda Goczo,Hungary,WIM,2209,
8780,Atharva Godbole,India,,2209,
8781,Slobodan J Filipovic,Serbia,,2209,
8782,Igor Golberg,Israel,,2209,
8783,Goce Gecovski,North Macedonia,,,
8784,Nikolaos K Georgakopoulos,Greece,,2209,
8785,Nikoletta Lakos,Hungary,WGM,2209,
8786,Leon Lederman,Israel,IM,2209,
8787,Romain Lambert,France,,2209,
8788,Baldur Teodor Petersson,Sweden,CM,2209,
8789,Pavol Sedlacek,Slovakia,,2209,
8790,Gergo Takacs,Hungary,,2209,
8791,Laszlo Takacs,Slovakia,FM,2209,
8792,Kurt Petschar,Austria,FM,2209,
8793,Pawel Silberring,Switzerland,,2209,
8794,Claudiu-Daniel Vasile,Romania,,2209,
8795,Pavel Vera,Bolivia,,2209,
8796,Felipe Vergara Jofre,Chile,FM,2209,
8797,Marcin Chmiel,Poland,,2209,
8798,Ondrej Crha,Czech Republic,,2209,
8799,Benjamin Gongora Montes,Mexico,IM,2209,
8800,Mark Lyell,England,FM,2209,
8801,Miroljub Mitic,Serbia,FM,2209,
8802,Jorge Renteria,Colombia,FM,2209,
8803,Miroslav Rohacek,Slovakia,FM,2209,
8804,Behtash Salimifard,Iran,,2209,
8805,Jessica Schmidt,Germany,WGM,2209,
8806,Senthil Maran K,India,FM,2209,
8807,Ian W Sharpe,England,,,
8808,Bijan Tahmassebi,United States,,2209,
8809,Oleg Tarasov,Russia,,,
8810,Elena Tomilova,Russia,WGM,2209,
8811,Sergey Trussevich,Slovenia,FM,2209,
8812,Dusan Vincilov,Serbia,,2209,
8813,Ivan Vujec,Croatia,CM,2209,
8814,Thomas Wanderer,Austria,,2209,
8815,Viktor Zigo,Czech Republic,,2209,
8816,Fabien Forgues,France,,2209,
8817,Myhajlo Pliukha,Ukraine,,2209,
8818,Chaoruo Cai,China,CM,,
8819,Valentina Golubenko,Croatia,WGM,,
8820,Mikhail Katsman,Ukraine,,,
8821,Halldor Gretar Einarsson,Iceland,FM,2209,
8822,Kirill Volotovsky,Ukraine,,,
8823,Gabriel Eidelman,United States,,2209,
8824,Mirko Sajin,Bosnia-Herzegovina,,2209,
8825,Mekhriddin Sharifov,Tajikistan,FM,2209,
8826,Nenad C Aleksic,Montenegro,FM,2208,
8827,Babageldi Annaberdiyev,Turkey,FM,2208,
8828,Jan Banas,Slovakia,IM,2208,
8829,Guus Bollen,Netherlands,CM,2208,
8830,Max Borgmeyer,Germany,,2208,
8831,Milan Dobrijevic,Serbia,,,
8832,Luca Esposito,Italy,FM,,
8833,Paul Anthony Garbett,New Zealand,IM,2208,
8834,Laurent Geiser,Switzerland,,2208,
8835,Mohsen Gabr,Egypt,FM,2208,
8836,Carlos Gabriel Vargas,Cuba,,2208,
8837,Mario Horvath,Slovakia,FM,2208,
8838,Jury Khodotov,Ukraine,,,
8839,Matthias Heindl,Austria,CM,2208,
8840,Mikko Kivisto,Finland,FM,2208,
8841,Richard Keresztes,Hungary,FM,2208,
8842,Heiko Kummerow,Germany,FM,2208,
8843,Carles Martin Barcelo,Spain,FM,2208,
8844,Michal Moravec,Czech Republic,FM,,
8845,Adrian Parra Gomez,Cuba,,2208,
8846,Rupert Prediger,Germany,FM,2208,
8847,Sebastien Peray,France,,2208,
8848,Nenad Pavlovic,Serbia,,2208,
8849,Anastasios Mihailidis,Greece,FM,2208,
8850,Agus Syaifudin,Indonesia,,,
8851,Olaf Teschke,Germany,,2208,
8852,Mathias Unneland,Norway,FM,2208,
8853,Eduard Aymerich Verdaguer,Spain,CM,2208,
8854,Antonio Castelltort Fernandez,Spain,,2208,
8855,Luis Chan,Australia,FM,2208,
8856,Igor Duben,Slovakia,,,
8857,Dziththauly Ramadhan,Indonesia,,2208,
8858,Jacek Flis,Poland,FM,,
8859,Vitaly Kovalev,Russia,,,
8860,Manuela Mader,Germany,WIM,2208,
8861,Stephen R Mannion,Scotland,IM,2208,
8862,Maksim Miroshnichenko,Ukraine,,,
8863,Marjan Mitrovic,Serbia,,2208,
8864,Andre Nielsen,Norway,FM,2208,
8865,Arshak Ovsepyan,Germany,,,
8866,Hugo Post,Germany,,2208,
8867,Elizardo Riffo Paz,Chile,FM,,
8868,Steven Rojas,Peru,FM,2208,
8869,Akar Ali Salih Salih,Iraq,FM,2208,
8870,Thomas Sonnberger,Austria,,2208,
8871,Antonio Villar Nieves,Spain,,2208,
8872,Daniel Seleljo,Czech Republic,FM,2208,
8873,Timo Vaatainen,Finland,,,
8874,Quirinius Van Dorp,Netherlands,CM,,
8875,Arie Werksma,Netherlands,,2208,
8876,Marek Nabelek,Czech Republic,,2208,
8877,Jan Slampa,Czech Republic,,2208,
8878,Manfred Boehnisch,Germany,FM,,
8879,Roy Ehrlich,Israel,,2208,
8880,Ladislav Sarkozy,Slovakia,,2208,
8881,Iliya Voloshchuk,Ukraine,,,
8882,Dmitry Belykh,Russia,,,
8883,Ignacio Bernard,Argentina,,,
8884,Gabor Bihercz,Hungary,,2207,
8885,Nikola Ciganovic,Croatia,FM,2207,
8886,Irina Chelushkina,Serbia,WGM,2207,
8887,Jip Damen,Netherlands,,2207,
8888,Allan Cantonjos,Philippines,,2207,
8889,Marc Capellades Subirana,Spain,FM,2207,
8890,Marijn Den Hartog,Netherlands,,2207,
8891,Laurent Denis,France,,2207,
8892,Folco Ferretti,Italy,FM,2207,
8893,Thomas Flueckiger,Switzerland,,2207,
8894,Zhi Rong Benjamin Foo,Singapore,CM,,
8895,Dmitry Goroshchenko,Ukraine,,,
8896,Thomas Fuellgrabe,Germany,,2207,
8897,Attila Honos,Hungary,FM,,
8898,Patrick Goldsworthy,England,,,
8899,Amin Kabilov,Tajikistan,CM,,
8900,Laurent Huynh,Belgium,CM,2207,
8901,Kabwe Timothy,Zambia,,2207,
8902,Karsten Larsen,Denmark,FM,2207,
8903,Christoph Helmer,Germany,,,
8904,Balint Kiss,Austria,,2207,
8905,Laszlo Kelly,Hungary,,2207,
8906,Joel Fernando Lora,Colombia,,2207,
8907,Emil Lindahl,Sweden,,2207,
8908,Tomas Liptak,Slovakia,,2207,
8909,Javier Longa Yauca,Peru,,2207,
8910,Jean Meunier-Pion,France,CM,2207,
8911,Tomas Nagy,Slovakia,,2207,
8912,Natallia Kusenkova,Belarus,WFM,,
8913,Marco Otte,Germany,,,
8914,Nicola Paglietti,Italy,FM,2207,
8915,Jukka Puranen,Finland,FM,2207,
8916,Gunnar Pedersen,Denmark,CM,2207,
8917,Victor Hugo Sanchez,Colombia,FM,2207,
8918,Yana Zhapova,Russia,FM,2207,
8919,Oliver Spacek,Slovakia,,2207,
8920,Shahruh Turayev,Turkmenistan,,2207,
8921,Peter Zuse,Germany,FM,2207,
8922,Tansel Turgut,Turkey,FM,,
8923,Laurent Aubert,France,,,
8924,Marcell Aulich,Germany,,,
8925,Ofer Glicksohn,Israel,,2207,
8926,David Hak,Czech Republic,,2207,
8927,Cayetano Jimenez Hernandez,Spain,FM,2207,
8928,Dean Klobucar,Croatia,,2207,
8929,Claudius Mehne,Germany,,2207,
8930,Timur Nurzhanov,Kazakhstan,FM,2207,
8931,Providence Oatlhotse,Botswana,IM,2207,
8932,Abimbola Osunfuyi,Nigeria,FM,2207,
8933,Juan Miguel Perez Tores,Spain,,2207,
8934,Ivan Ramirez Marin,Mexico,,2207,
8935,Robert Safin,Russia,FM,2207,
8936,Marco Sbarra,Italy,FM,2207,
8937,Enes Trumic,Bosnia-Herzegovina,,2207,
8938,Javier Valdepenas Octavio,Spain,,2207,
8939,Andreas Wisskirchen,Germany,,2207,
8940,Kohei Yamada,Japan,FM,2207,
8941,Moisse Youssoupov,France,FM,2207,
8942,Sjoerd Plukkel,Netherlands,FM,2207,
8943,Nigel E Povah,England,IM,2207,
8944,Janos Szabolcsi,Hungary,IM,2207,
8945,Juan Andres Fos Santacreu,Spain,FM,2207,
8946,Sladjan Jovanovic,Switzerland,,2207,
8947,Slobodan Jovanovski,Serbia,FM,2207,
8948,Ricardo Monterde Monterde,Spain,,2207,
8949,Danijel Vojinov,Slovenia,,2207,
8950,Julien Degoirat,France,CM,2207,
8951,Dragan Topic,Bosnia-Herzegovina,,,
8952,Djordje D Popovic,Serbia,FM,,
8953,Petr Soucek,Czech Republic,CM,2207,
8954,Yacine Barbaria,Tunisia,,2206,
8955,Batu Angun,Turkey,FM,2206,
8956,Harald Behrens,Germany,FM,,
8957,Dimitrios Balokas,Greece,,2206,
8958,Rudolf Wilhelm Braeuning,Germany,FM,2206,
8959,Youssef M El Ghazali,Egypt,IM,2206,
8960,Younes El Mchaouri Mas,France,,2206,
8961,Frederic Dijoux,France,,,
8962,Josip Dimitrovski,North Macedonia,,,
8963,Dov Gorman,United States,FM,2206,
8964,Asko Hentunen,Finland,FM,2206,
8965,Edgar Karagyozian,France,CM,2206,
8966,Sergei Inozemtsev,Russia,,2206,
8967,Jeevan Karamsetty,United States,,,
8968,Tobias Hellwig,Germany,,2206,
8969,Sameer Loay,Jordan,IM,2206,
8970,Uaychai Kongsee,Thailand,FM,,
8971,Peter Kundrik,Slovakia,,2206,
8972,Juergen Kettner,Germany,,,
8973,Alkis Martidis,Cyprus,FM,,
8974,Thomas Bach Nielsen,Denmark,,2206,
8975,John Pitcher,England,,2206,
8976,Michael Sorin,Israel,,2206,
8977,Lester Tattersall Rodriguez,Spain,FM,2206,
8978,Matthew Stevens,United States,FM,2206,
8979,Yosdan Silveira Garcia,Cuba,,2206,
8980,Bertil Svendsen,Norway,,2206,
8981,Andrey S Sukhorukov,Russia,FM,,
8982,Radivoje Vencl,Serbia,FM,2206,
8983,Artai Bringas Gomez,Spain,CM,2206,
8984,Rene Dausch,Germany,IM,2206,
8985,Reinhard Hanel,Austria,FM,2206,
8986,Maxim Kononenko,Russia,,,
8987,Svyatoslav Korneev Leskova,Spain,,2206,
8988,Zhenyu Li,China,,,
8989,Calum MacQueen,Scotland,,,
8990,Vladimir Mastrapovic,Serbia,,,
8991,Nicolo' Orfini,Italy,,2206,
8992,Burak Ozalp,Turkey,CM,2206,
8993,Arshak Ramazian,Armenia,FM,,
8994,Sead Rasidovic,Bosnia-Herzegovina,FM,,
8995,Viacheslav Rozhkov,Russia,FM,2206,
8996,Mihaela Sandu,Romania,WGM,2206,
8997,Harry Schaack,Germany,FM,2206,
8998,Boris Shabodash,Israel,,2206,
8999,Dr Rene Zimmermann,Germany,,2206,
9000,Ingo Cordts,Germany,FM,2206,
9001,Richard Duijn,Netherlands,FM,2206,
9002,Kerem Erten,Turkey,CM,2206,
9003,Fred Hallebeek,Netherlands,FM,2206,
9004,Damjan Plesec,Slovenia,FM,2206,
9005,Vjacheslav Sysoev,Russia,FM,,
9006,Rogier Van Arkel,Netherlands,,2206,
9007,Miklos Mincsovics,Hungary,,2206,
9008,Francisco Dejeanne,Argentina,,,
9009,Uros Kavcic,Slovenia,,2206,
9010,Stefan-Emilian Prisacaru,Romania,CM,2206,
9011,Nika Volkov,Georgia,CM,2206,
9012,Bart Von Meijenfeldt,Netherlands,FM,2206,
9013,Mark Smideliusz,Hungary,,2206,
9014,Henrique Nemeth Junior,Brazil,,2206,
9015,Bartosz Panek,Poland,CM,2206,
9016,Elshad Abdullayev,Azerbaijan,,2205,
9017,Andika Pitra,Indonesia,IM,2205,
9018,Laurent Berlandier,France,,2205,
9019,Tyro Bekedam,Netherlands,,2205,
9020,Dietmar Cevik,Germany,,2205,
9021,Petru-Gheorghe Culcear,Romania,,,
9022,Denis Garrido,France,FM,,
9023,Ioan-Marius Isfan,Romania,,2205,
9024,Hans Hermesmann,Germany,FM,2205,
9025,Peter A Gemmell,England,,,
9026,Moritz Gentemann,Germany,,2205,
9027,Mikael Jonsson,Sweden,,2205,
9028,Marharyta Khrapko,Belarus,,2205,
9029,Joan Herrero Sabartes,Spain,,2205,
9030,Ko Ko Ohn,Myanmar,FM,2205,
9031,Dominik Kula,Czech Republic,,2205,
9032,Efraim Laksman,Sweden,,2205,
9033,Miroslav Kleman,Slovakia,,2205,
9034,Magnus Lindhe,Sweden,,2205,
9035,Vinay Kumar Matta,India,FM,2205,
9036,Shane Matthews,Jamaica,IM,,
9037,Alexander Milagrosa,Philippines,,,
9038,Jacopo Motola,Italy,,2205,
9039,Simone Medici,Switzerland,FM,2205,
9040,Predrag Masic,Serbia,IM,2205,
9041,Matthias Oomens,Netherlands,,2205,
9042,Walter Okas,Uganda,FM,2205,
9043,Maksim Panov,Russia,,2205,
9044,Reinhard Schischke,Germany,FM,,
9045,Peter Petran,Slovakia,IM,2205,
9046,Nikolaos Sandalakis,Greece,CM,2205,
9047,Dejan Tasev,Serbia,FM,2205,
9048,Henrik Stepanyan,England,,2205,
9049,Petru-Sebastian Ursan,Romania,CM,2205,
9050,Javier Tamayo Romay,Spain,CM,2205,
9051,Svetlana Sucikova,Slovakia,WIM,2205,
9052,Jordi Triadu Cassa,Spain,CM,2205,
9053,Evald Ule,Slovenia,,2205,
9054,Tommi Verkasalo,Malta,FM,2205,
9055,Yochanan Afek,Israel,IM,2205,
9056,Reivis Gabriel Brizuela Abreu,Venezuela,CM,,
9057,Igor Coene,Netherlands,,,
9058,Paul Frank,Austria,,2205,
9059,Dr Manfred Glienke,Germany,IM,2205,
9060,Timur Khakimov,Russia,IM,2205,
9061,Miodrag Ljubinkovic,Serbia,FM,2205,
9062,Pavel Matejka,Czech Republic,,2205,
9063,Maximilian Merkert,Germany,,2205,
9064,Pranav Nagarajan,United States,,,
9065,Claus Nissen,Germany,,2205,
9066,Alexander Nord,Sweden,CM,2205,
9067,Elias Onate Mendez,Spain,,2205,
9068,Pavel Postupa,Czech Republic,,2205,
9069,David Rano,France,,2205,
9070,Zulfikar Sali,England,,,
9071,Jose Luis Segura Ariza,Spain,CM,2205,
9072,Henk Jan Visser,Netherlands,CM,2205,...
9073,Emile Wustefeld,Netherlands,,2205,
9074,Jonas Wyss,Switzerland,FM,2205,
9075,Riley Yates-Doerr,United States,FM,,
9076,Olaf Berg,Faroe Islands,FM,2205,
9077,John Cline,United States,,,
9078,Luis Angel Ortega Fuentes,Spain,,2205,
9079,Kirill Polishchuk,New Zealand,,,
9080,Andreas Raff,Germany,,,
9081,Jos Van der Kaap,Netherlands,,2205,
9082,Jakub Haman,Czech Republic,,2205,
9083,Jinsoo Kim,South Korea,CM,,
9084,Daniel Kotek,Czech Republic,FM,2205,
9085,Mario Roesch,Germany,,2205,
9086,Zbigniew Szczep,Poland,CM,,
9087,Johannes Vogel,Germany,,2205,
9088,Evgeny Pristalov,Russia,,2205,
9089,Sotirios Porfiriadis,Greece,FM,2205,
9090,Augustinas Bazilius,Lithuania,CM,2205,
9091,Juan Alberto Gomez Aguirre,Spain,CM,2205,
9092,Milan Bednar,Slovakia,,2204,
9093,Silvia Collas,France,IM,2204,
9094,Jack Blanchard,Netherlands,,2204,
9095,Uros Cvetanovic,Serbia,CM,2204,
9096,Aniruddha Deshpande,India,FM,2204,
9097,Adolfo Diaz Nunez,Spain,,2204,
9098,Jeremie Devallee,France,FM,2204,
9099,Sancho Dos Santos Oliveira,France,,2204,
9100,Job De Lange,Netherlands,,,
9101,Luis Pedro Ferreira,Portugal,,2204,
9102,Pedro Guerrero Arroyo,Spain,,2204,
9103,Christian Jeitz,Luxembourg,,2204,
9104,Kevin Gentes,Canada,FM,,
9105,Amina Kairbekova,Kazakhstan,WIM,2204,
9106,Fco Jose Marquinez Capillas,Spain,,2204,
9107,Jason Metpally,United States,,,
9108,Alexander Le Besq,Denmark,,2204,
9109,Antal Nemeth,Hungary,FM,2204,
9110,Sascha Mohaupt,Germany,,2204,
9111,Roderick M McKay,Scotland,IM,2204,
9112,Julien Sohier,France,FM,2204,
9113,Zhang Jilin,Australia,WGM,2204,
9114,Igor Varitski,Ukraine,IM,,
9115,Bo Anders Svensson,Sweden,,,
9116,Jernej Zupancic,Slovenia,,2204,
9117,Abai Akchibekov,Kazakhstan,,,
9118,Mushfig Asgarov,Azerbaijan,,,
9119,Goran Astrom,Sweden,FM,2204,
9120,Pavol Danek,Slovakia,,2204,
9121,Gulmira Dauletova,Kazakhstan,WGM,2204,
9122,Radoslaw Dzierzak,Poland,FM,2204,
9123,Patrick Lick,Germany,,2204,
9124,Filip Neumann,Czech Republic,,2204,
9125,Roman Novikov,Russia,,2204,
9126,Filip Radenic,Croatia,,2204,
9127,Walter Schmidt,Germany,,2204,
9128,Abubaker Tagelsir,Sudan,FM,2204,
9129,Claus Zimmermann,Germany,,,
9130,Antonin Ferey,France,,2204,
9131,Yagiz Gallevci,Turkey,CM,2204,
9132,David Holemar,Czech Republic,FM,2204,
9133,Marina Kuznetsova,Russia,WFM,2204,
9134,Timo Nippula,Finland,,2204,
9135,Dimitrios Pappelis,Greece,CM,2204,
9136,Jacek Gesicki,Poland,FM,2204,
9137,Simon Provoost,Netherlands,,2204,
9138,Fanny Duarte Napoles,Cuba,FM,2204,
9139,Miroslav Smid,Czech Republic,,2204,
9140,David Baragano Campa,Spain,,2203,
9141,Casper Blaauw,Netherlands,,2203,
9142,Joseph F Bellissimo,Canada,,,
9143,Jay Richard Bonin,United States,IM,2203,
9144,Jesse Bouvier,Canada,,,
9145,Dejan N Djordjevic,Serbia,FM,2203,
9146,Tom De Jong,Netherlands,FM,2203,
9147,Francisco De la Fuente Gonzalez,Spain,CM,,
9148,Jan Gantar,Slovenia,,2203,
9149,Ran Frenkel,Israel,,2203,
9150,Dumitru-Daniel Dinu,Romania,FM,2203,
9151,Antonios Hadzimanolis,Greece,FM,2203,
9152,Alvaro Guillermo Gonzalez,Spain,,2203,
9153,Azamat Kashebayev,Kazakhstan,,2203,
9154,Dieter Kaiser,Germany,,2203,
9155,Dr Johannes Kern,Germany,,2203,
9156,Stefan Matt,Austria,,2203,
9157,Francois Leveille,Canada,FM,,
9158,Andrey Makovich,Russia,,,
9159,Zdenek Marsalek,Czech Republic,,2203,
9160,Boban Maksimovic,Serbia,,2203,
9161,Liudmila Kolotilina,Spain,WFM,2203,
9162,Moun Moun Latt,Myanmar,,,
9163,Vit Moravec,Czech Republic,,2203,
9164,Alireza Mozaffari,Iran,,,
9165,Harald Thallinger,Austria,FM,2203,
9166,Marcelo Ripari,Argentina,FM,2203,
9167,Palmi Ragnar Petursson,Iceland,FM,,
9168,Jaroslav Toman,Czech Republic,,,
9169,Vasilij Stets,Ukraine,IM,2203,
9170,Aggelos Tzermiadianos,Greece,,,
9171,Estiven Zapata Arbelaez,Colombia,FM,,
9172,Felix Tuomainen,Sweden,FM,2203,
9173,Toma Zdravkovic,Serbia,,,
9174,Mario Born,Germany,,2203,
9175,Denis Brulic,Croatia,FM,2203,
9176,Mario Feinig,Austria,CM,2203,
9177,Brady Harder,United States,,,
9178,Joerg Jetzl,Austria,,,
9179,Thomas Johansson,Sweden,,2203,
9180,Andreas Kuthan,Austria,,2203,
9181,Branislav Lukic,Serbia,,2203,
9182,Mikolaj Polczyk,Poland,,2203,
9183,Pinhas Vaissenberg,Israel,,,
9184,Joel Visa Jordana,Spain,,2203,
9185,Borivoje Vujacic,Serbia,FM,2203,
9186,Adrian Zetocha,Slovakia,FM,2203,
9187,Olivier Baillon,France,,2203,
9188,Nenad Ivascanin,Croatia,,,
9189,Henk Van Gool,Netherlands,,2203,
9190,Zhi Wei William Woong,Singapore,CM,2203,
9191,Aibek Katenov,Kazakhstan,,2203,
9192,Lubomir Machycek,Czech Republic,,,
9193,Sergey Pogorelskikh,Russia,FM,,
9194,Marco Antonio Fernandez Gil,Spain,,2203,
9195,Rauno Jarvinen,Finland,,,
9196,Heinrich von Buenau,Germany,,2203,
9197,Amir Khatibzadeh,Iran,,,
9198,Fatos Krasniqi,Austria,,2203,
9199,Omar Oudeh Mishmesh,Spain,,2203,
9200,Marcos de Pedro Cuadrado,Spain,,2203,
9201,Arian Baradaran Tamadon,Iran,,2202,
9202,Andreas Andreou,Greece,,,
9203,Jan Brunner,Germany,,2202,
9204,Hartmut Bottke,Germany,,,
9205,Sonja Maria Bluhm,Germany,WIM,2202,
9206,Carlos Alberto Chavez Suarez,Cuba,FM,2202,
9207,Zoran Colovic,Serbia,,2202,
9208,Faris Cunjalo,Bosnia-Herzegovina,,2202,
9209,Jonathan Chen,United States,FM,2202,
9210,Bas De Feijter,Netherlands,,2202,
9211,Huifeng Fan,China,,,
9212,Enrico Follesa,Belgium,,2202,
9213,Elijah Everett,Wales,,2202,
9214,Dan Fulea,Germany,,2202,
9215,Sergey Hudyakov,Russia,,,
9216,Tianyi He,United States,,,
9217,Amir Hosein Kashefi,Iran,FM,2202,
9218,Dominique Lecluyse,Belgium,,2202,
9219,Vladimir Markovic,Serbia,,2202,
9220,Ruslan Mamedov,Ukraine,,2202,
9221,Andrei Lazo,Moldova,FM,2202,
9222,Manuel Outerelo Ucha,Spain,CM,2202,
9223,Aki Pitkaaho,Finland,,2202,
9224,Jovan Pejovic,Montenegro,,,
9225,Konstantin Svistunov,Russia,,,
9226,Roubik Adibekian,Germany,,,
9227,Matthieu Burille,France,,2202,
9228,Werner Duer,Austria,FM,2202,
9229,Stefan Dzierzenga,Germany,,2202,
9230,Ronier Gonzalez Gomez,Cuba,,2202,
9231,Jijo Joy,India,CM,,
9232,Dragan P Markovic,Serbia,,2202,
9233,Milutin Matijasevic,Serbia,FM,2202,
9234,Graham J Moore,England,,2202,
9235,Samir Nadir,Sudan,FM,2202,
9236,Reinhard Postler,Germany,FM,2202,
9237,Pieter Roggeveen,Netherlands,,2202,
9238,Shahin Sadeh,Iran,FM,2202,
9239,Juan Jose Saenz Martinez,Spain,FM,,
9240,Igor Sanko,Russia,,,
9241,Dmitri Saveliev,Russia,,2202,
9242,Justus Schmidt,Germany,,2202,
9243,Ante Leon Starcevic,Croatia,,2202,
9244,Zoran Todic,Serbia,FM,2202,
9245,Marc Weber,Germany,FM,2202,
9246,Stephan Bruchmann,Germany,FM,2202,
9247,Johannes Luangtep Kvisla,Norway,FM,2202,
9248,Fabio La Rota,United States,FM,,
9249,Adam Bukojemski,Poland,,,
9250,Willian Bento Franca,Brazil,,2202,
9251,Nikolas Pogan,Germany,FM,2202,
9252,Eduard Prandstetter,Czech Republic,IM,2202,
9253,Ed Roering,Netherlands,,2202,
9254,M Siddarth,India,,2202,
9255,Engin Topak,Turkey,FM,,
9256,Wolfgang Westphal,Germany,,2202,
9257,Josep Maria Ribera Veganzones,Andorra,CM,2202,
9258,Nemo Qiyu Zhou,Canada,FM,2201,"Nemo Qiyu Zhou is a Chinese-Canadian woman grandmaster, esports athlete, content creator, and chess-streaming star. She has won multiple tournaments and is currently among the top five women chess players in Canada (December 2020).

Chess Career
Streaming And Content Creation
Chess.com Content Creation


Chess..."
9259,Christian Bartolomaeus,Germany,,2201,
9260,Robin Bentel,Germany,,2201,
9261,Erik Chibukhchyan,Russia,,2201,
9262,Yohan Borges Barroso,Cuba,,2201,
9263,Petar Cukanovic,Serbia,,2201,
9264,Mathilde Congiu,France,WIM,2201,
9265,Juan Jose Corbalan Gomez,Spain,,2201,
9266,Thomas Draeger,Germany,,,
9267,Miodrag Dragojevic,Croatia,,,
9268,Tobias Dolgener,Germany,,,
9269,Antonio Distaso,Italy,,2201,
9270,Anton Fritz,Sweden,,2201,
9271,Enrique Gavin Roche,Spain,,2201,
9272,Valentyn Hulka,Ukraine,CM,2201,
9273,Alexander Kirschner,Austria,FM,2201,
9274,Isacco Ibba,Italy,,2201,
9275,Kevin Kahleys,Germany,,2201,
9276,Helmut Kummer,Austria,IM,2201,
9277,Nicky Law,Netherlands,,2201,
9278,Nicholas Matta,United States,,2201,
9279,Bela Mesaros,Serbia,FM,2201,
9280,Michiel Larmuseau,Belgium,,,
9281,Dmitry Nestorenko,Ukraine,,2201,
9282,Yury Pakhteev,Russia,FM,,
9283,Gerard Rill,Netherlands,,2201,
9284,Robert Tustanowski,Poland,,2201,
9285,Alexander Stolte,Germany,,,
9286,Sulejman Suljovic,Serbia,FM,2201,
9287,Nikita Zboev,Russia,,2201,
9288,Mohamed Abdalla Abdelazeez,Sudan,FM,2201,
9289,Dr Ingo Abraham,Germany,,2201,
9290,Tiago Garrido Abrantes,Brazil,,2201,
9291,Cagil Irmak Arda,Turkey,WFM,,
9292,Ivano Ceschia,Italy,FM,2201,
9293,Bohumil Hala,Czech Republic,,2201,
9294,Evgenij Lagunov,Russia,FM,,
9295,Sameer Mansour,Jordan,IM,2201,
9296,Anastasia Bykova,Russia,WFM,,
9297,Joakim Nyander,Sweden,,2201,
9298,Tomas Pokorny,Czech Republic,,2201,
9299,Marcel Roofthoofd,Belgium,FM,,
9300,Rahul Sangma,India,IM,2201,
9301,Declan Shafi,Scotland,,2201,
9302,Catarino Domingos,Angola,IM,2201,
9303,Lajos Gyorkos,Hungary,IM,2201,
9304,Jon Kristian Haarr,Norway,CM,2201,
9305,Jan Adiar Malik,Indonesia,CM,,
9306,Mattis Olofsson-Dolk,Sweden,,2201,
9307,Edmund C Player,England,,2201,
9308,Freddie Van der Elburg,Netherlands,,2201,
9309,Uli Weller,Germany,,2201,
9310,Austin Yang Ching-Wei,China,FM,2201,
9311,Juergen Boehm,Germany,,,
9312,Dr Lajos Farkas,Hungary,,2201,
9313,Christof Jansen,Luxembourg,FM,2201,
9314,Ian Ocampos,Argentina,,2201,
9315,Benjamin Perez Manas,Spain,FM,2201,
9316,Pradeep Kumar R A,India,,,
9317,Raffaele Buonanno,Italy,FM,2201,
9318,Sanjay Ghatti,United States,IM,,
9319,Coen Janssen,Netherlands,,2201,
9320,Mateo Rodriguez Polo,Spain,CM,2201,
9321,Milos Torbica,Serbia,,2201,
9322,Christian Boettcher,Germany,,2201,
9323,Marsel Khanukaev,Russia,,,
9324,Markus Kottke,Germany,,2201,
9325,Okemakinde Toluwanimi,Nigeria,,2201,
9326,Shahin Valiyev,Azerbaijan,,2201,
9327,Tsogbayar Baterdene,Mongolia,IM,,
9328,Lukas Bango,Slovakia,,2200,
9329,Matthias Burschowsky,Austria,,2200,
9330,Ulysse Bottazzi,France,,2200,
9331,Marek Braun,Czech Republic,,2200,
9332,Augusto Carbajal,Peru,,2200,
9333,Vladimir Chuhachev,Russia,,,
9334,Neil H Bradbury,England,IM,2200,
9335,Nenad Dimitrijevic,Serbia,FM,2200,
9336,Peter Gara-Tarnoczi,Hungary,,2200,
9337,Richard Daniel Gomez Torres,Cuba,,2200,
9338,Benjamin Abel Garcia Romero,Spain,,2200,
9339,Jan Hudecek,Czech Republic,,2200,
9340,Adam Gabriel,Czech Republic,,2200,
9341,Dmitry Kirillov,Russia,FM,2200,
9342,Vojtech Kovar,Czech Republic,,2200,
9343,Calvin Klaasen,South Africa,FM,2200,
